# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-07-14 12:22:32 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03253000 SOUTH FORK LICKING RIVER AT HAYES, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03253000
#    DD parameter   Description
#    02   00065     Gage height, feet
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
#     T  Value exceeds "standard difference" threshold.  
#     h  Value exceeds "high" threshold.  
#     ~  Value is a system interpolated value.  
# 
agency_cd	site_no	datetime	tz_cd	02_00065	02_00065_cd
USGS	03253000	2015-04-17 11:15	EDT	6.80	P
USGS	03253000	2015-04-17 11:30	EDT	6.80	P
USGS	03253000	2015-04-17 11:45	EDT	6.78	P
USGS	03253000	2015-04-17 12:00	EDT	6.79	P
USGS	03253000	2015-04-17 12:15	EDT	6.78	P
USGS	03253000	2015-04-17 12:30	EDT	6.76	P
USGS	03253000	2015-04-17 12:45	EDT	6.74	P
USGS	03253000	2015-04-17 13:00	EDT	6.74	P
USGS	03253000	2015-04-17 13:15	EDT	6.71	P
USGS	03253000	2015-04-17 13:30	EDT	6.71	P
USGS	03253000	2015-04-17 13:45	EDT	6.70	P
USGS	03253000	2015-04-17 14:00	EDT	6.67	P
USGS	03253000	2015-04-17 14:15	EDT	6.68	P
USGS	03253000	2015-04-17 14:30	EDT	6.66	P
USGS	03253000	2015-04-17 14:45	EDT	6.65	P
USGS	03253000	2015-04-17 15:00	EDT	6.65	P
USGS	03253000	2015-04-17 15:15	EDT	6.64	P
USGS	03253000	2015-04-17 15:30	EDT	6.63	P
USGS	03253000	2015-04-17 15:45	EDT	6.61	P
USGS	03253000	2015-04-17 16:00	EDT	6.62	P
USGS	03253000	2015-04-17 16:15	EDT	6.61	P
USGS	03253000	2015-04-17 16:30	EDT	6.61	P
USGS	03253000	2015-04-17 16:45	EDT	6.60	P
USGS	03253000	2015-04-17 17:00	EDT	6.58	P
USGS	03253000	2015-04-17 17:15	EDT	6.58	P
USGS	03253000	2015-04-17 17:30	EDT	6.58	P
USGS	03253000	2015-04-17 17:45	EDT	6.57	P
USGS	03253000	2015-04-17 18:00	EDT	6.57	P
USGS	03253000	2015-04-17 18:15	EDT	6.56	P
USGS	03253000	2015-04-17 18:30	EDT	6.55	P
USGS	03253000	2015-04-17 18:45	EDT	6.54	P
USGS	03253000	2015-04-17 19:00	EDT	6.53	P
USGS	03253000	2015-04-17 19:15	EDT	6.53	P
USGS	03253000	2015-04-17 19:30	EDT	6.52	P
USGS	03253000	2015-04-17 19:45	EDT	6.53	P
USGS	03253000	2015-04-17 20:00	EDT	6.52	P
USGS	03253000	2015-04-17 20:15	EDT	6.51	P
USGS	03253000	2015-04-17 20:30	EDT	6.51	P
USGS	03253000	2015-04-17 20:45	EDT	6.50	P
USGS	03253000	2015-04-17 21:00	EDT	6.49	P
USGS	03253000	2015-04-17 21:15	EDT	6.49	P
USGS	03253000	2015-04-17 21:30	EDT	6.49	P
USGS	03253000	2015-04-17 21:45	EDT	6.48	P
USGS	03253000	2015-04-17 22:00	EDT	6.47	P
USGS	03253000	2015-04-17 22:15	EDT	6.47	P
USGS	03253000	2015-04-17 22:30	EDT	6.47	P
USGS	03253000	2015-04-17 22:45	EDT	6.47	P
USGS	03253000	2015-04-17 23:00	EDT	6.46	P
USGS	03253000	2015-04-17 23:15	EDT	6.46	P
USGS	03253000	2015-04-17 23:30	EDT	6.45	P
USGS	03253000	2015-04-17 23:45	EDT	6.44	P
USGS	03253000	2015-04-18 00:00	EDT	6.44	P
USGS	03253000	2015-04-18 00:15	EDT	6.45	P
USGS	03253000	2015-04-18 00:30	EDT	6.45	P
USGS	03253000	2015-04-18 00:45	EDT	6.44	P
USGS	03253000	2015-04-18 01:00	EDT	6.43	P
USGS	03253000	2015-04-18 01:15	EDT	6.41	P
USGS	03253000	2015-04-18 01:30	EDT	6.41	P
USGS	03253000	2015-04-18 01:45	EDT	6.42	P
USGS	03253000	2015-04-18 02:00	EDT	6.41	P
USGS	03253000	2015-04-18 02:15	EDT	6.40	P
USGS	03253000	2015-04-18 02:30	EDT	6.40	P
USGS	03253000	2015-04-18 02:45	EDT	6.39	P
USGS	03253000	2015-04-18 03:00	EDT	6.38	P
USGS	03253000	2015-04-18 03:15	EDT	6.39	P
USGS	03253000	2015-04-18 03:30	EDT	6.38	P
USGS	03253000	2015-04-18 03:45	EDT	6.37	P
USGS	03253000	2015-04-18 04:00	EDT	6.36	P
USGS	03253000	2015-04-18 04:15	EDT	6.37	P
USGS	03253000	2015-04-18 04:30	EDT	6.37	P
USGS	03253000	2015-04-18 04:45	EDT	6.36	P
USGS	03253000	2015-04-18 05:00	EDT	6.34	P
USGS	03253000	2015-04-18 05:15	EDT	6.34	P
USGS	03253000	2015-04-18 05:30	EDT	6.33	P
USGS	03253000	2015-04-18 05:45	EDT	6.33	P
USGS	03253000	2015-04-18 06:00	EDT	6.31	P
USGS	03253000	2015-04-18 06:15	EDT	6.32	P
USGS	03253000	2015-04-18 06:30	EDT	6.32	P
USGS	03253000	2015-04-18 06:45	EDT	6.30	P
USGS	03253000	2015-04-18 07:00	EDT	6.30	P
USGS	03253000	2015-04-18 07:15	EDT	6.29	P
USGS	03253000	2015-04-18 07:30	EDT	6.29	P
USGS	03253000	2015-04-18 07:45	EDT	6.27	P
USGS	03253000	2015-04-18 08:00	EDT	6.28	P
USGS	03253000	2015-04-18 08:15	EDT	6.27	P
USGS	03253000	2015-04-18 08:30	EDT	6.27	P
USGS	03253000	2015-04-18 08:45	EDT	6.25	P
USGS	03253000	2015-04-18 09:00	EDT	6.24	P
USGS	03253000	2015-04-18 09:15	EDT	6.24	P
USGS	03253000	2015-04-18 09:30	EDT	6.23	P
USGS	03253000	2015-04-18 09:45	EDT	6.22	P
USGS	03253000	2015-04-18 10:00	EDT	6.22	P
USGS	03253000	2015-04-18 10:15	EDT	6.20	P
USGS	03253000	2015-04-18 10:30	EDT	6.21	P
USGS	03253000	2015-04-18 10:45	EDT	6.20	P
USGS	03253000	2015-04-18 11:00	EDT	6.19	P
USGS	03253000	2015-04-18 11:15	EDT	6.18	P
USGS	03253000	2015-04-18 11:30	EDT	6.18	P
USGS	03253000	2015-04-18 11:45	EDT	6.16	P
USGS	03253000	2015-04-18 12:00	EDT	6.15	P
USGS	03253000	2015-04-18 12:15	EDT	6.15	P
USGS	03253000	2015-04-18 12:30	EDT	6.14	P
USGS	03253000	2015-04-18 12:45	EDT	6.13	P
USGS	03253000	2015-04-18 13:00	EDT	6.13	P
USGS	03253000	2015-04-18 13:15	EDT	6.12	P
USGS	03253000	2015-04-18 13:30	EDT	6.12	P
USGS	03253000	2015-04-18 13:45	EDT	6.11	P
USGS	03253000	2015-04-18 14:00	EDT	6.10	P
USGS	03253000	2015-04-18 14:15	EDT	6.09	P
USGS	03253000	2015-04-18 14:30	EDT	6.08	P
USGS	03253000	2015-04-18 14:45	EDT	6.08	P
USGS	03253000	2015-04-18 15:00	EDT	6.06	P
USGS	03253000	2015-04-18 15:15	EDT	6.05	P
USGS	03253000	2015-04-18 15:30	EDT	6.06	P
USGS	03253000	2015-04-18 15:45	EDT	6.03	P
USGS	03253000	2015-04-18 16:00	EDT	6.03	P
USGS	03253000	2015-04-18 16:15	EDT	6.03	P
USGS	03253000	2015-04-18 16:30	EDT	6.03	P
USGS	03253000	2015-04-18 16:45	EDT	6.02	P
USGS	03253000	2015-04-18 17:00	EDT	6.02	P
USGS	03253000	2015-04-18 17:15	EDT	6.01	P
USGS	03253000	2015-04-18 17:30	EDT	6.00	P
USGS	03253000	2015-04-18 17:45	EDT	5.99	P
USGS	03253000	2015-04-18 18:00	EDT	6.00	P
USGS	03253000	2015-04-18 18:15	EDT	5.99	P
USGS	03253000	2015-04-18 18:30	EDT	5.98	P
USGS	03253000	2015-04-18 18:45	EDT	5.97	P
USGS	03253000	2015-04-18 19:00	EDT	5.97	P
USGS	03253000	2015-04-18 19:15	EDT	5.97	P
USGS	03253000	2015-04-18 19:30	EDT	5.96	P
USGS	03253000	2015-04-18 19:45	EDT	5.96	P
USGS	03253000	2015-04-18 20:00	EDT	5.96	P
USGS	03253000	2015-04-18 20:15	EDT	5.94	P
USGS	03253000	2015-04-18 20:30	EDT	5.93	P
USGS	03253000	2015-04-18 20:45	EDT	5.94	P
USGS	03253000	2015-04-18 21:00	EDT	5.92	P
USGS	03253000	2015-04-18 21:15	EDT	5.92	P
USGS	03253000	2015-04-18 21:30	EDT	5.91	P
USGS	03253000	2015-04-18 21:45	EDT	5.91	P
USGS	03253000	2015-04-18 22:00	EDT	5.89	P
USGS	03253000	2015-04-18 22:15	EDT	5.89	P
USGS	03253000	2015-04-18 22:30	EDT	5.87	P
USGS	03253000	2015-04-18 22:45	EDT	5.88	P
USGS	03253000	2015-04-18 23:00	EDT	5.87	P
USGS	03253000	2015-04-18 23:15	EDT	5.88	P
USGS	03253000	2015-04-18 23:30	EDT	5.86	P
USGS	03253000	2015-04-18 23:45	EDT	5.86	P
USGS	03253000	2015-04-19 00:00	EDT	5.86	P
USGS	03253000	2015-04-19 00:15	EDT	5.86	P
USGS	03253000	2015-04-19 00:30	EDT	5.84	P
USGS	03253000	2015-04-19 00:45	EDT	5.84	P
USGS	03253000	2015-04-19 01:00	EDT	5.83	P
USGS	03253000	2015-04-19 01:15	EDT	5.82	P
USGS	03253000	2015-04-19 01:30	EDT	5.83	P
USGS	03253000	2015-04-19 01:45	EDT	5.82	P
USGS	03253000	2015-04-19 02:00	EDT	5.82	P
USGS	03253000	2015-04-19 02:15	EDT	5.81	P
USGS	03253000	2015-04-19 02:30	EDT	5.82	P
USGS	03253000	2015-04-19 02:45	EDT	5.80	P
USGS	03253000	2015-04-19 03:00	EDT	5.80	P
USGS	03253000	2015-04-19 03:15	EDT	5.80	P
USGS	03253000	2015-04-19 03:30	EDT	5.79	P
USGS	03253000	2015-04-19 03:45	EDT	5.78	P
USGS	03253000	2015-04-19 04:00	EDT	5.78	P
USGS	03253000	2015-04-19 04:15	EDT	5.78	P
USGS	03253000	2015-04-19 04:30	EDT	5.77	P
USGS	03253000	2015-04-19 04:45	EDT	5.76	P
USGS	03253000	2015-04-19 05:00	EDT	5.76	P
USGS	03253000	2015-04-19 05:15	EDT	5.75	P
USGS	03253000	2015-04-19 05:30	EDT	5.76	P
USGS	03253000	2015-04-19 05:45	EDT	5.74	P
USGS	03253000	2015-04-19 06:00	EDT	5.73	P
USGS	03253000	2015-04-19 06:15	EDT	5.75	P
USGS	03253000	2015-04-19 06:30	EDT	5.73	P
USGS	03253000	2015-04-19 06:45	EDT	5.72	P
USGS	03253000	2015-04-19 07:00	EDT	5.72	P
USGS	03253000	2015-04-19 07:15	EDT	5.72	P
USGS	03253000	2015-04-19 07:30	EDT	5.72	P
USGS	03253000	2015-04-19 07:45	EDT	5.70	P
USGS	03253000	2015-04-19 08:00	EDT	5.71	P
USGS	03253000	2015-04-19 08:15	EDT	5.71	P
USGS	03253000	2015-04-19 08:30	EDT	5.70	P
USGS	03253000	2015-04-19 08:45	EDT	5.68	P
USGS	03253000	2015-04-19 09:00	EDT	5.69	P
USGS	03253000	2015-04-19 09:15	EDT	5.68	P
USGS	03253000	2015-04-19 09:30	EDT	5.67	P
USGS	03253000	2015-04-19 09:45	EDT	5.67	P
USGS	03253000	2015-04-19 10:00	EDT	5.67	P
USGS	03253000	2015-04-19 10:15	EDT	5.66	P
USGS	03253000	2015-04-19 10:30	EDT	5.66	P
USGS	03253000	2015-04-19 10:45	EDT	5.67	P
USGS	03253000	2015-04-19 11:00	EDT	5.67	P
USGS	03253000	2015-04-19 11:15	EDT	5.66	P
USGS	03253000	2015-04-19 11:30	EDT	5.65	P
USGS	03253000	2015-04-19 11:45	EDT	5.66	P
USGS	03253000	2015-04-19 12:00	EDT	5.65	P
USGS	03253000	2015-04-19 12:15	EDT	5.65	P
USGS	03253000	2015-04-19 12:30	EDT	5.64	P
USGS	03253000	2015-04-19 12:45	EDT	5.64	P
USGS	03253000	2015-04-19 13:00	EDT	5.63	P
USGS	03253000	2015-04-19 13:15	EDT	5.62	P
USGS	03253000	2015-04-19 13:30	EDT	5.62	P
USGS	03253000	2015-04-19 13:45	EDT	5.62	P
USGS	03253000	2015-04-19 14:00	EDT	5.62	P
USGS	03253000	2015-04-19 14:15	EDT	5.62	P
USGS	03253000	2015-04-19 14:30	EDT	5.61	P
USGS	03253000	2015-04-19 14:45	EDT	5.61	P
USGS	03253000	2015-04-19 15:00	EDT	5.61	P
USGS	03253000	2015-04-19 15:15	EDT	5.60	P
USGS	03253000	2015-04-19 15:30	EDT	5.61	P
USGS	03253000	2015-04-19 15:45	EDT	5.60	P
USGS	03253000	2015-04-19 16:00	EDT	5.59	P
USGS	03253000	2015-04-19 16:15	EDT	5.59	P
USGS	03253000	2015-04-19 16:30	EDT	5.59	P
USGS	03253000	2015-04-19 16:45	EDT	5.58	P
USGS	03253000	2015-04-19 17:00	EDT	5.59	P
USGS	03253000	2015-04-19 17:15	EDT	5.58	P
USGS	03253000	2015-04-19 17:30	EDT	5.58	P
USGS	03253000	2015-04-19 17:45	EDT	5.58	P
USGS	03253000	2015-04-19 18:00	EDT	5.58	P
USGS	03253000	2015-04-19 18:15	EDT	5.57	P
USGS	03253000	2015-04-19 18:30	EDT	5.56	P
USGS	03253000	2015-04-19 18:45	EDT	5.57	P
USGS	03253000	2015-04-19 19:00	EDT	5.57	P
USGS	03253000	2015-04-19 19:15	EDT	5.56	P
USGS	03253000	2015-04-19 19:30	EDT	5.56	P
USGS	03253000	2015-04-19 19:45	EDT	5.55	P
USGS	03253000	2015-04-19 20:00	EDT	5.56	P
USGS	03253000	2015-04-19 20:15	EDT	5.55	P
USGS	03253000	2015-04-19 20:30	EDT	5.54	P
USGS	03253000	2015-04-19 20:45	EDT	5.55	P
USGS	03253000	2015-04-19 21:00	EDT	5.54	P
USGS	03253000	2015-04-19 21:15	EDT	5.55	P
USGS	03253000	2015-04-19 21:30	EDT	5.53	P
USGS	03253000	2015-04-19 21:45	EDT	5.54	P
USGS	03253000	2015-04-19 22:00	EDT	5.54	P
USGS	03253000	2015-04-19 22:15	EDT	5.54	P
USGS	03253000	2015-04-19 22:30	EDT	5.54	P
USGS	03253000	2015-04-19 22:45	EDT	5.54	P
USGS	03253000	2015-04-19 23:00	EDT	5.54	P
USGS	03253000	2015-04-19 23:15	EDT	5.54	P
USGS	03253000	2015-04-19 23:30	EDT	5.53	P
USGS	03253000	2015-04-19 23:45	EDT	5.55	P
USGS	03253000	2015-04-20 00:00	EDT	5.56	P
USGS	03253000	2015-04-20 00:15	EDT	5.56	P
USGS	03253000	2015-04-20 00:30	EDT	5.56	P
USGS	03253000	2015-04-20 00:45	EDT	5.56	P
USGS	03253000	2015-04-20 01:00	EDT	5.57	P
USGS	03253000	2015-04-20 01:15	EDT	5.57	P
USGS	03253000	2015-04-20 01:30	EDT	5.58	P
USGS	03253000	2015-04-20 01:45	EDT	5.58	P
USGS	03253000	2015-04-20 02:00	EDT	5.59	P
USGS	03253000	2015-04-20 02:15	EDT	5.58	P
USGS	03253000	2015-04-20 02:30	EDT	5.59	P
USGS	03253000	2015-04-20 02:45	EDT	5.60	P
USGS	03253000	2015-04-20 03:00	EDT	5.59	P
USGS	03253000	2015-04-20 03:15	EDT	5.61	P
USGS	03253000	2015-04-20 03:30	EDT	5.60	P
USGS	03253000	2015-04-20 03:45	EDT	5.61	P
USGS	03253000	2015-04-20 04:00	EDT	5.62	P
USGS	03253000	2015-04-20 04:15	EDT	5.63	P
USGS	03253000	2015-04-20 04:30	EDT	5.64	P
USGS	03253000	2015-04-20 04:45	EDT	5.65	P
USGS	03253000	2015-04-20 05:00	EDT	5.68	P
USGS	03253000	2015-04-20 05:15	EDT	5.74	P
USGS	03253000	2015-04-20 05:30	EDT	5.80	P
USGS	03253000	2015-04-20 05:45	EDT	5.86	P
USGS	03253000	2015-04-20 06:00	EDT	5.92	P
USGS	03253000	2015-04-20 06:15	EDT	5.98	P
USGS	03253000	2015-04-20 06:30	EDT	6.01	P
USGS	03253000	2015-04-20 06:45	EDT	6.01	P
USGS	03253000	2015-04-20 07:00	EDT	6.04	P
USGS	03253000	2015-04-20 07:15	EDT	6.04	P
USGS	03253000	2015-04-20 07:30	EDT	6.03	P
USGS	03253000	2015-04-20 07:45	EDT	6.04	P
USGS	03253000	2015-04-20 08:00	EDT	6.04	P
USGS	03253000	2015-04-20 08:15	EDT	6.03	P
USGS	03253000	2015-04-20 08:30	EDT	6.02	P
USGS	03253000	2015-04-20 08:45	EDT	6.03	P
USGS	03253000	2015-04-20 09:00	EDT	6.04	P
USGS	03253000	2015-04-20 09:15	EDT	6.04	P
USGS	03253000	2015-04-20 09:30	EDT	6.03	P
USGS	03253000	2015-04-20 09:45	EDT	6.04	P
USGS	03253000	2015-04-20 10:00	EDT	6.04	P
USGS	03253000	2015-04-20 10:15	EDT	6.04	P
USGS	03253000	2015-04-20 10:30	EDT	6.06	P
USGS	03253000	2015-04-20 10:45	EDT	6.05	P
USGS	03253000	2015-04-20 11:00	EDT	6.08	P
USGS	03253000	2015-04-20 11:15	EDT	6.09	P
USGS	03253000	2015-04-20 11:30	EDT	6.11	P
USGS	03253000	2015-04-20 11:45	EDT	6.11	P
USGS	03253000	2015-04-20 12:00	EDT	6.13	P
USGS	03253000	2015-04-20 12:15	EDT	6.14	P
USGS	03253000	2015-04-20 12:30	EDT	6.15	P
USGS	03253000	2015-04-20 12:45	EDT	6.14	P
USGS	03253000	2015-04-20 13:00	EDT	6.16	P
USGS	03253000	2015-04-20 13:15	EDT	6.15	P
USGS	03253000	2015-04-20 13:30	EDT	6.16	P
USGS	03253000	2015-04-20 13:45	EDT	6.15	P
USGS	03253000	2015-04-20 14:00	EDT	6.15	P
USGS	03253000	2015-04-20 14:15	EDT	6.15	P
USGS	03253000	2015-04-20 14:30	EDT	6.16	P
USGS	03253000	2015-04-20 14:45	EDT	6.16	P
USGS	03253000	2015-04-20 15:00	EDT	6.15	P
USGS	03253000	2015-04-20 15:15	EDT	6.14	P
USGS	03253000	2015-04-20 15:30	EDT	6.14	P
USGS	03253000	2015-04-20 15:45	EDT	6.14	P
USGS	03253000	2015-04-20 16:00	EDT	6.13	P
USGS	03253000	2015-04-20 16:15	EDT	6.14	P
USGS	03253000	2015-04-20 16:30	EDT	6.14	P
USGS	03253000	2015-04-20 16:45	EDT	6.14	P
USGS	03253000	2015-04-20 17:00	EDT	6.13	P
USGS	03253000	2015-04-20 17:15	EDT	6.12	P
USGS	03253000	2015-04-20 17:30	EDT	6.11	P
USGS	03253000	2015-04-20 17:45	EDT	6.12	P
USGS	03253000	2015-04-20 18:00	EDT	6.11	P
USGS	03253000	2015-04-20 18:15	EDT	6.11	P
USGS	03253000	2015-04-20 18:30	EDT	6.11	P
USGS	03253000	2015-04-20 18:45	EDT	6.11	P
USGS	03253000	2015-04-20 19:00	EDT	6.11	P
USGS	03253000	2015-04-20 19:15	EDT	6.13	P
USGS	03253000	2015-04-20 19:30	EDT	6.11	P
USGS	03253000	2015-04-20 19:45	EDT	6.13	P
USGS	03253000	2015-04-20 20:00	EDT	6.14	P
USGS	03253000	2015-04-20 20:15	EDT	6.15	P
USGS	03253000	2015-04-20 20:30	EDT	6.15	P
USGS	03253000	2015-04-20 20:45	EDT	6.16	P
USGS	03253000	2015-04-20 21:00	EDT	6.18	P
USGS	03253000	2015-04-20 21:15	EDT	6.18	P
USGS	03253000	2015-04-20 21:30	EDT	6.22	P
USGS	03253000	2015-04-20 21:45	EDT	6.23	P
USGS	03253000	2015-04-20 22:00	EDT	6.26	P
USGS	03253000	2015-04-20 22:15	EDT	6.27	P
USGS	03253000	2015-04-20 22:30	EDT	6.32	P
USGS	03253000	2015-04-20 22:45	EDT	6.38	P
USGS	03253000	2015-04-20 23:00	EDT	6.43	P
USGS	03253000	2015-04-20 23:15	EDT	6.51	P
USGS	03253000	2015-04-20 23:30	EDT	6.60	P
USGS	03253000	2015-04-20 23:45	EDT	6.70	P
USGS	03253000	2015-04-21 00:00	EDT	6.79	P
USGS	03253000	2015-04-21 00:15	EDT	6.91	P
USGS	03253000	2015-04-21 00:30	EDT	7.03	P
USGS	03253000	2015-04-21 00:45	EDT	7.15	P
USGS	03253000	2015-04-21 01:00	EDT	7.27	P
USGS	03253000	2015-04-21 01:15	EDT	7.36	P
USGS	03253000	2015-04-21 01:30	EDT	7.51	P
USGS	03253000	2015-04-21 01:45	EDT	7.60	P
USGS	03253000	2015-04-21 02:00	EDT	7.72	P
USGS	03253000	2015-04-21 02:15	EDT	7.80	P
USGS	03253000	2015-04-21 02:30	EDT	7.90	P
USGS	03253000	2015-04-21 02:45	EDT	7.98	P
USGS	03253000	2015-04-21 03:00	EDT	8.01	P
USGS	03253000	2015-04-21 03:15	EDT	8.11	P
USGS	03253000	2015-04-21 03:30	EDT	8.19	P
USGS	03253000	2015-04-21 03:45	EDT	8.22	P
USGS	03253000	2015-04-21 04:00	EDT	8.31	P
USGS	03253000	2015-04-21 04:15	EDT	8.35	P
USGS	03253000	2015-04-21 04:30	EDT	8.39	P
USGS	03253000	2015-04-21 04:45	EDT	8.44	P
USGS	03253000	2015-04-21 05:00	EDT	8.50	P
USGS	03253000	2015-04-21 05:15	EDT	8.52	P
USGS	03253000	2015-04-21 05:30	EDT	8.52	P
USGS	03253000	2015-04-21 05:45	EDT	8.59	P
USGS	03253000	2015-04-21 06:00	EDT	8.61	P
USGS	03253000	2015-04-21 06:15	EDT	8.64	P
USGS	03253000	2015-04-21 06:30	EDT	8.65	P
USGS	03253000	2015-04-21 06:45	EDT	8.66	P
USGS	03253000	2015-04-21 07:00	EDT	8.67	P
USGS	03253000	2015-04-21 07:15	EDT	8.69	P
USGS	03253000	2015-04-21 07:30	EDT	8.71	P
USGS	03253000	2015-04-21 07:45	EDT	8.72	P
USGS	03253000	2015-04-21 08:00	EDT	8.72	P
USGS	03253000	2015-04-21 08:15	EDT	8.74	P
USGS	03253000	2015-04-21 08:30	EDT	8.76	P
USGS	03253000	2015-04-21 08:45	EDT	8.72	P
USGS	03253000	2015-04-21 09:00	EDT	8.75	P
USGS	03253000	2015-04-21 09:15	EDT	8.77	P
USGS	03253000	2015-04-21 09:30	EDT	8.74	P
USGS	03253000	2015-04-21 09:45	EDT	8.74	P
USGS	03253000	2015-04-21 10:00	EDT	8.72	P
USGS	03253000	2015-04-21 10:15	EDT	8.72	P
USGS	03253000	2015-04-21 10:30	EDT	8.72	P
USGS	03253000	2015-04-21 10:45	EDT	8.71	P
USGS	03253000	2015-04-21 11:00	EDT	8.74	P
USGS	03253000	2015-04-21 11:15	EDT	8.71	P
USGS	03253000	2015-04-21 11:30	EDT	8.69	P
USGS	03253000	2015-04-21 11:45	EDT	8.68	P
USGS	03253000	2015-04-21 12:00	EDT	8.67	P
USGS	03253000	2015-04-21 12:15	EDT	8.69	P
USGS	03253000	2015-04-21 12:30	EDT	8.68	P
USGS	03253000	2015-04-21 12:45	EDT	8.62	P
USGS	03253000	2015-04-21 13:00	EDT	8.63	P
USGS	03253000	2015-04-21 13:15	EDT	8.61	P
USGS	03253000	2015-04-21 13:30	EDT	8.60	P
USGS	03253000	2015-04-21 13:45	EDT	8.59	P
USGS	03253000	2015-04-21 14:00	EDT	8.54	P
USGS	03253000	2015-04-21 14:15	EDT	8.55	P
USGS	03253000	2015-04-21 14:30	EDT	8.50	P
USGS	03253000	2015-04-21 14:45	EDT	8.50	P
USGS	03253000	2015-04-21 15:00	EDT	8.49	P
USGS	03253000	2015-04-21 15:15	EDT	8.46	P
USGS	03253000	2015-04-21 15:30	EDT	8.45	P
USGS	03253000	2015-04-21 15:45	EDT	8.41	P
USGS	03253000	2015-04-21 16:00	EDT	8.42	P
USGS	03253000	2015-04-21 16:15	EDT	8.38	P
USGS	03253000	2015-04-21 16:30	EDT	8.37	P
USGS	03253000	2015-04-21 16:45	EDT	8.36	P
USGS	03253000	2015-04-21 17:00	EDT	8.33	P
USGS	03253000	2015-04-21 17:15	EDT	8.31	P
USGS	03253000	2015-04-21 17:30	EDT	8.28	P
USGS	03253000	2015-04-21 17:45	EDT	8.28	P
USGS	03253000	2015-04-21 18:00	EDT	8.25	P
USGS	03253000	2015-04-21 18:15	EDT	8.25	P
USGS	03253000	2015-04-21 18:30	EDT	8.22	P
USGS	03253000	2015-04-21 18:45	EDT	8.19	P
USGS	03253000	2015-04-21 19:00	EDT	8.18	P
USGS	03253000	2015-04-21 19:15	EDT	8.15	P
USGS	03253000	2015-04-21 19:30	EDT	8.14	P
USGS	03253000	2015-04-21 19:45	EDT	8.13	P
USGS	03253000	2015-04-21 20:00	EDT	8.09	P
USGS	03253000	2015-04-21 20:15	EDT	8.08	P
USGS	03253000	2015-04-21 20:30	EDT	8.06	P
USGS	03253000	2015-04-21 20:45	EDT	8.03	P
USGS	03253000	2015-04-21 21:00	EDT	8.03	P
USGS	03253000	2015-04-21 21:15	EDT	8.01	P
USGS	03253000	2015-04-21 21:30	EDT	8.01	P
USGS	03253000	2015-04-21 21:45	EDT	7.97	P
USGS	03253000	2015-04-21 22:00	EDT	7.96	P
USGS	03253000	2015-04-21 22:15	EDT	7.95	P
USGS	03253000	2015-04-21 22:30	EDT	7.93	P
USGS	03253000	2015-04-21 22:45	EDT	7.93	P
USGS	03253000	2015-04-21 23:00	EDT	7.91	P
USGS	03253000	2015-04-21 23:15	EDT	7.88	P
USGS	03253000	2015-04-21 23:30	EDT	7.85	P
USGS	03253000	2015-04-21 23:45	EDT	7.86	P
USGS	03253000	2015-04-22 00:00	EDT	7.83	P
USGS	03253000	2015-04-22 00:15	EDT	7.82	P
USGS	03253000	2015-04-22 00:30	EDT	7.82	P
USGS	03253000	2015-04-22 00:45	EDT	7.78	P
USGS	03253000	2015-04-22 01:00	EDT	7.75	P
USGS	03253000	2015-04-22 01:15	EDT	7.76	P
USGS	03253000	2015-04-22 01:30	EDT	7.74	P
USGS	03253000	2015-04-22 01:45	EDT	7.72	P
USGS	03253000	2015-04-22 02:00	EDT	7.73	P
USGS	03253000	2015-04-22 02:15	EDT	7.69	P
USGS	03253000	2015-04-22 02:30	EDT	7.70	P
USGS	03253000	2015-04-22 02:45	EDT	7.66	P
USGS	03253000	2015-04-22 03:00	EDT	7.65	P
USGS	03253000	2015-04-22 03:15	EDT	7.63	P
USGS	03253000	2015-04-22 03:30	EDT	7.61	P
USGS	03253000	2015-04-22 03:45	EDT	7.60	P
USGS	03253000	2015-04-22 04:00	EDT	7.60	P
USGS	03253000	2015-04-22 04:15	EDT	7.57	P
USGS	03253000	2015-04-22 04:30	EDT	7.55	P
USGS	03253000	2015-04-22 04:45	EDT	7.51	P
USGS	03253000	2015-04-22 05:00	EDT	7.53	P
USGS	03253000	2015-04-22 05:15	EDT	7.50	P
USGS	03253000	2015-04-22 05:30	EDT	7.50	P
USGS	03253000	2015-04-22 05:45	EDT	7.49	P
USGS	03253000	2015-04-22 06:00	EDT	7.47	P
USGS	03253000	2015-04-22 06:15	EDT	7.45	P
USGS	03253000	2015-04-22 06:30	EDT	7.43	P
USGS	03253000	2015-04-22 06:45	EDT	7.44	P
USGS	03253000	2015-04-22 07:00	EDT	7.42	P
